"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10580519"	"3.16e-01"	"1.41e-02"	"-2.8665612"	"-2.88364"	"-0.34170725"	""	""
"10440840"	"3.16e-01"	"1.41e-02"	"-2.8658961"	"-2.88475"	"-0.28475969"	"1110004E09Rik"	"RIKEN cDNA 1110004E09 gene"
"10381387"	"3.16e-01"	"1.41e-02"	"-2.8657106"	"-2.88506"	"-0.35702168"	"G6pc"	"glucose-6-phosphatase, catalytic"
"10343697"	"3.16e-01"	"1.42e-02"	"-2.8649504"	"-2.88633"	"-0.57181854"	""	""
"10454441"	"3.16e-01"	"1.42e-02"	"-2.8648491"	"-2.8865"	"-0.4701325"	"LOC100036530"	"uncharacterized LOC100036530"
"10526712"	"3.16e-01"	"1.42e-02"	"-2.8644827"	"-2.88712"	"-0.41808584"	"Azgp1"	"alpha-2-glycoprotein 1, zinc"
"10376324"	"3.16e-01"	"1.42e-02"	"-2.8643922"	"-2.88727"	"-0.77052119"	"Gm12250"	"predicted gene 12250"
"10448731"	"3.16e-01"	"1.42e-02"	"2.8640035"	"-2.88792"	"0.32602297"	"Rnf151"	"ring finger protein 151"
"10517568"	"3.16e-01"	"1.42e-02"	"-2.8639539"	"-2.888"	"-0.49793856"	"Cela3a"	"chymotrypsin-like elastase family, member 3A"
"10404018"	"3.16e-01"	"1.42e-02"	"-2.8639261"	"-2.88805"	"-0.28487645"	"Vmn1r219"	"vomeronasal 1 receptor 219"
"10545182"	"3.16e-01"	"1.42e-02"	"-2.8628182"	"-2.88991"	"-0.48027757"	"Igkv19-93"	"immunoglobulin kappa chain variable 19-93"
"10395659"	"3.17e-01"	"1.43e-02"	"-2.8615133"	"-2.89209"	"-0.24077807"	"Coch"	"cochlin"
"10468929"	"3.17e-01"	"1.43e-02"	"-2.8606942"	"-2.89347"	"-0.24386226"	"Nmt2"	"N-myristoyltransferase 2"
"10532472"	"3.17e-01"	"1.43e-02"	"2.8606675"	"-2.89351"	"0.29685378"	"Ulk1"	"unc-51 like kinase 1"
"10484596"	"3.17e-01"	"1.43e-02"	"2.8598183"	"-2.89493"	"0.4408031"	""	""
"10542993"	"3.17e-01"	"1.43e-02"	"-2.8594452"	"-2.89556"	"-0.39319947"	"Pon3"	"paraoxonase 3"
"10561498"	"3.17e-01"	"1.43e-02"	"-2.8588766"	"-2.89651"	"-0.5373568"	"Acp7"	"acid phosphatase 7, tartrate resistant"
"10604564"	"3.17e-01"	"1.43e-02"	"-2.858081"	"-2.89784"	"-0.36445862"	"Gpc4"	"glypican 4"
"10574789"	"3.17e-01"	"1.44e-02"	"-2.858042"	"-2.89791"	"-0.3322941"	"Fam65a"	"family with sequence similarity 65, member A"
"10543939"	"3.17e-01"	"1.44e-02"	"2.8570918"	"-2.8995"	"0.40140617"	"Fam180a"	"family with sequence similarity 180, member A"
"10373918"	"3.17e-01"	"1.44e-02"	"-2.856824"	"-2.89995"	"-0.42067427"	"Lif"	"leukemia inhibitory factor"
"10562709"	"3.17e-01"	"1.44e-02"	"-2.8560488"	"-2.90125"	"-0.28471349"	"Cd33"	"CD33 antigen"
"10342783"	"3.17e-01"	"1.44e-02"	"-2.8560387"	"-2.90126"	"-0.53103337"	""	""
"10457838"	"3.17e-01"	"1.44e-02"	"-2.856015"	"-2.9013"	"-0.49425349"	"Zscan30"	"zinc finger and SCAN domain containing 30"
"10493114"	"3.17e-01"	"1.44e-02"	"-2.8557907"	"-2.90168"	"-0.50723196"	"Nes"	"nestin"
"10442829"	"3.17e-01"	"1.44e-02"	"-2.855525"	"-2.90212"	"-0.32944054"	"Gng13"	"guanine nucleotide binding protein (G protein), gamma 13"
"10350800"	"3.17e-01"	"1.45e-02"	"-2.8542113"	"-2.90432"	"-0.27335319"	"Tor1aip2"	"torsin A interacting protein 2"
"10488482"	"3.17e-01"	"1.45e-02"	"-2.8540258"	"-2.90463"	"-0.34065295"	"Acss1"	"acyl-CoA synthetase short-chain family member 1"
"10581560"	"3.17e-01"	"1.45e-02"	"-2.8533074"	"-2.90584"	"-0.26398674"	"Psmd7"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7"
"10467887"	"3.17e-01"	"1.45e-02"	"-2.8526966"	"-2.90686"	"-0.43854262"	"Cpn1"	"carboxypeptidase N, polypeptide 1"
"10429638"	"3.17e-01"	"1.45e-02"	"2.852417"	"-2.90733"	"0.88171849"	""	""
"10603794"	"3.17e-01"	"1.45e-02"	"2.8523499"	"-2.90744"	"0.29324832"	""	""
"10577315"	"3.17e-01"	"1.45e-02"	"-2.8521982"	"-2.9077"	"-0.45020293"	"Angpt2"	"angiopoietin 2"
"10407803"	"3.17e-01"	"1.45e-02"	"-2.8516912"	"-2.90854"	"-0.64389281"	"Gpr137b"	"G protein-coupled receptor 137B"
"10478892"	"3.17e-01"	"1.45e-02"	"-2.8512995"	"-2.9092"	"-0.31085445"	"A530013C23Rik"	"RIKEN cDNA A530013C23 gene"
"10467258"	"3.17e-01"	"1.45e-02"	"-2.8512582"	"-2.90927"	"-0.92643586"	"Myof"	"myoferlin"
"10608649"	"3.17e-01"	"1.45e-02"	"-2.8511056"	"-2.90953"	"-0.41589526"	""	""
"10340692"	"3.17e-01"	"1.46e-02"	"-2.8505306"	"-2.91049"	"-0.96337596"	""	""
"10402787"	"3.17e-01"	"1.46e-02"	"-2.8503489"	"-2.91079"	"-0.5117098"	"Ahnak2"	"AHNAK nucleoprotein 2"
"10535282"	"3.17e-01"	"1.46e-02"	"-2.8502235"	"-2.911"	"-0.33900482"	"Card11"	"caspase recruitment domain family, member 11"
"10601461"	"3.17e-01"	"1.46e-02"	"2.8501028"	"-2.9112"	"0.28210173"	"Cylc1"	"cylicin, basic protein of sperm head cytoskeleton 1"
"10475502"	"3.17e-01"	"1.46e-02"	"-2.8500575"	"-2.91128"	"-0.424933"	"Gm14085"	"predicted gene 14085"
"10436037"	"3.17e-01"	"1.46e-02"	"-2.8500037"	"-2.91137"	"-0.45996786"	""	""
"10542287"	"3.17e-01"	"1.46e-02"	"-2.8497803"	"-2.91174"	"-0.50646027"	"Bcl2l14"	"BCL2-like 14 (apoptosis facilitator)"
"10359867"	"3.17e-01"	"1.46e-02"	"-2.8493858"	"-2.91241"	"-0.41694941"	"Lrrc52"	"leucine rich repeat containing 52"
"10356367"	"3.17e-01"	"1.46e-02"	"-2.8492346"	"-2.91266"	"-0.4296272"	"Alpi"	"alkaline phosphatase, intestinal"
"10506594"	"3.17e-01"	"1.46e-02"	"-2.8492154"	"-2.91269"	"-0.39634377"	"Fam151a///Fam151a"	"family with sequence simliarity 151, member A///family with sequence simliarity 151, member A"
"10350146"	"3.17e-01"	"1.46e-02"	"-2.8484727"	"-2.91393"	"-0.36152136"	"Phlda3"	"pleckstrin homology like domain, family A, member 3"
"10434291"	"3.17e-01"	"1.46e-02"	"-2.8483134"	"-2.9142"	"-0.32118886"	"B3gnt5"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"10594825"	"3.17e-01"	"1.46e-02"	"-2.8475712"	"-2.91544"	"-0.29543272"	"Aqp9"	"aquaporin 9"
"10397264"	"3.17e-01"	"1.47e-02"	"-2.8466954"	"-2.91691"	"-0.42892972"	"Vrtn"	"vertebrae development associated"
"10338855"	"3.17e-01"	"1.47e-02"	"-2.8462527"	"-2.91765"	"-1.12026987"	""	""
"10451665"	"3.17e-01"	"1.47e-02"	"-2.846033"	"-2.91802"	"-0.41413454"	"Apobec2"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2"
"10346340"	"3.17e-01"	"1.47e-02"	"-2.8453706"	"-2.91913"	"-0.41172094"	"9430016H08Rik"	"RIKEN cDNA 9430016H08 gene"
"10397275"	"3.17e-01"	"1.47e-02"	"-2.8452982"	"-2.91925"	"-0.37320169"	"D030025P21Rik"	"RIKEN cDNA D030025P21 gene"
"10438592"	"3.17e-01"	"1.47e-02"	"-2.8451105"	"-2.91956"	"-0.3694774"	"Liph"	"lipase, member H"
"10342676"	"3.17e-01"	"1.47e-02"	"2.8447246"	"-2.92021"	"1.26927423"	""	""
"10511819"	"3.17e-01"	"1.47e-02"	"-2.8447187"	"-2.92022"	"-0.48820567"	"Klhl32"	"kelch-like 32"
"10531120"	"3.17e-01"	"1.47e-02"	"-2.844544"	"-2.92051"	"-0.36879323"	"Csn2"	"casein beta"
"10427883"	"3.17e-01"	"1.47e-02"	"-2.8444292"	"-2.9207"	"-0.57798321"	"Acot10"	"acyl-CoA thioesterase 10"
"10340592"	"3.17e-01"	"1.47e-02"	"-2.8443848"	"-2.92078"	"-0.62729827"	""	""
"10363522"	"3.17e-01"	"1.47e-02"	"-2.8439628"	"-2.92148"	"-0.26166276"	"Tysnd1"	"trypsin domain containing 1"
"10338695"	"3.18e-01"	"1.48e-02"	"-2.8430867"	"-2.92295"	"-0.84037284"	""	""
"10602255"	"3.18e-01"	"1.48e-02"	"-2.8426249"	"-2.92372"	"-0.32749381"	"Zcchc16"	"zinc finger, CCHC domain containing 16"
"10467328"	"3.18e-01"	"1.48e-02"	"-2.8424763"	"-2.92397"	"-0.25794581"	"Fra10ac1"	"FRA10AC1 homolog (human)"
"10471129"	"3.18e-01"	"1.48e-02"	"-2.8406463"	"-2.92704"	"-0.37463075"	"Ncs1"	"neuronal calcium sensor 1"
"10399591"	"3.18e-01"	"1.48e-02"	"2.8405938"	"-2.92712"	"0.31683288"	"3110053B16Rik"	"RIKEN cDNA 3110053B16 gene"
"10531972"	"3.18e-01"	"1.48e-02"	"-2.8404837"	"-2.92731"	"-0.63785442"	"Gbp8"	"guanylate-binding protein 8"
"10595638"	"3.18e-01"	"1.48e-02"	"-2.840438"	"-2.92739"	"-0.37082739"	"Gm10634///4930579C12Rik"	"predicted gene 10634///RIKEN cDNA 4930579C12 gene"
"10542355"	"3.18e-01"	"1.48e-02"	"-2.8403845"	"-2.92747"	"-0.30828894"	"Emp1"	"epithelial membrane protein 1"
"10424825"	"3.18e-01"	"1.48e-02"	"-2.8398554"	"-2.92836"	"-0.36874603"	"Cyc1"	"cytochrome c-1"
"10438478"	"3.18e-01"	"1.48e-02"	"-2.8398273"	"-2.92841"	"-0.27791371"	"Abcc5"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
"10340554"	"3.18e-01"	"1.49e-02"	"-2.8393201"	"-2.92926"	"-0.80153136"	""	""
"10591715"	"3.18e-01"	"1.49e-02"	"-2.8391312"	"-2.92957"	"-0.33403435"	"Zfp653"	"zinc finger protein 653"
"10510112"	"3.18e-01"	"1.49e-02"	"-2.8390508"	"-2.92971"	"-0.30781397"	"Gm13057///Gm13040///Gm13043///Gm13119///BC080695///Pramef25"	"predicted gene 13057///predicted gene 13040///predicted gene 13043///predicted gene 13119///cDNA sequence BC080695///PRAME family member 25"
"10338206"	"3.18e-01"	"1.49e-02"	"2.8387982"	"-2.93013"	"0.68234247"	""	""
"10548367"	"3.18e-01"	"1.49e-02"	"-2.8386747"	"-2.93034"	"-0.35804373"	"Clec1a"	"C-type lectin domain family 1, member a"
"10446084"	"3.18e-01"	"1.49e-02"	"-2.8380936"	"-2.93131"	"-0.32262188"	"Kdm4b"	"lysine (K)-specific demethylase 4B"
"10526743"	"3.18e-01"	"1.49e-02"	"-2.8371798"	"-2.93284"	"-0.25912416"	"Cops6"	"COP9 signalosome subunit 6"
"10505623"	"3.18e-01"	"1.49e-02"	"-2.8370636"	"-2.93303"	"-0.37261613"	"Lurap1l"	"leucine rich adaptor protein 1-like"
"10427904"	"3.18e-01"	"1.49e-02"	"-2.8369185"	"-2.93328"	"-0.3035974"	"Fbxl7"	"F-box and leucine-rich repeat protein 7"
"10374706"	"3.18e-01"	"1.49e-02"	"-2.8364169"	"-2.93411"	"-0.29787968"	"Pus10"	"pseudouridylate synthase 10"
"10576101"	"3.18e-01"	"1.49e-02"	"2.8360575"	"-2.93472"	"0.22852567"	"Zc3h18"	"zinc finger CCCH-type containing 18"
"10382438"	"3.18e-01"	"1.50e-02"	"-2.8353618"	"-2.93588"	"-0.35189065"	"Cd300a"	"CD300A molecule"
"10421394"	"3.18e-01"	"1.50e-02"	"2.8346514"	"-2.93707"	"0.26417033"	"Fam160b2"	"family with sequence similarity 160, member B2"
"10578352"	"3.18e-01"	"1.50e-02"	"-2.8345881"	"-2.93718"	"-0.28400413"	"Fgl1"	"fibrinogen-like protein 1"
"10474921"	"3.18e-01"	"1.50e-02"	"-2.8345558"	"-2.93723"	"-0.27045029"	"Zfyve19"	"zinc finger, FYVE domain containing 19"
"10497033"	"3.18e-01"	"1.50e-02"	"2.8342854"	"-2.93768"	"0.36549522"	"Lrriq3"	"leucine-rich repeats and IQ motif containing 3"
"10339219"	"3.18e-01"	"1.50e-02"	"-2.8336165"	"-2.9388"	"-1.14146554"	""	""
"10397351"	"3.18e-01"	"1.50e-02"	"2.833586"	"-2.93885"	"0.26522284"	"Jdp2"	"Jun dimerization protein 2"
"10504017"	"3.18e-01"	"1.50e-02"	"-2.8329194"	"-2.93997"	"-0.27209452"	"Nfx1"	"nuclear transcription factor, X-box binding 1"
"10342129"	"3.18e-01"	"1.51e-02"	"-2.8324179"	"-2.94081"	"-0.3598162"	""	""
"10501778"	"3.18e-01"	"1.51e-02"	"2.8323675"	"-2.94089"	"0.30972795"	"Ptbp2"	"polypyrimidine tract binding protein 2"
"10601326"	"3.19e-01"	"1.51e-02"	"-2.831708"	"-2.94199"	"-0.46259649"	"Uprt"	"uracil phosphoribosyltransferase"
"10417734"	"3.19e-01"	"1.51e-02"	"2.8313582"	"-2.94258"	"0.30832103"	"Nr1d2"	"nuclear receptor subfamily 1, group D, member 2"
"10606475"	"3.19e-01"	"1.51e-02"	"-2.8311288"	"-2.94296"	"-0.257929"	"Hdx"	"highly divergent homeobox"
"10526968"	"3.19e-01"	"1.51e-02"	"-2.8306985"	"-2.94368"	"-0.26616105"	"Elfn1"	"leucine rich repeat and fibronectin type III, extracellular 1"
"10583316"	"3.19e-01"	"1.51e-02"	"2.8303372"	"-2.94429"	"0.39461657"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"
"10344600"	"3.19e-01"	"1.51e-02"	"-2.8299854"	"-2.94488"	"-0.79084087"	""	""
"10492102"	"3.19e-01"	"1.52e-02"	"-2.8288718"	"-2.94674"	"-0.47687662"	"Spg20"	"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)"
"10340735"	"3.19e-01"	"1.52e-02"	"-2.8287373"	"-2.94696"	"-0.74400239"	""	""
"10404000"	"3.19e-01"	"1.52e-02"	"-2.8284202"	"-2.9475"	"-0.30779978"	"Vmn1r201"	"vomeronasal 1 receptor 201"
"10510034"	"3.20e-01"	"1.52e-02"	"-2.826922"	"-2.95"	"-0.2807444"	"Casp9"	"caspase 9"
"10339589"	"3.20e-01"	"1.52e-02"	"-2.8268923"	"-2.95005"	"-0.36116997"	""	""
"10412919"	"3.20e-01"	"1.52e-02"	"-2.8259473"	"-2.95163"	"-0.25099105"	""	""
"10600044"	"3.20e-01"	"1.53e-02"	"-2.8252718"	"-2.95276"	"-0.3523342"	"Prrg3"	"proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)"
"10395974"	"3.20e-01"	"1.53e-02"	"-2.8251165"	"-2.95302"	"-0.25693444"	""	""
"10355639"	"3.20e-01"	"1.53e-02"	"-2.82431"	"-2.95437"	"-0.3419125"	"Prkag3"	"protein kinase, AMP-activated, gamma 3 non-catatlytic subunit"
"10569767"	"3.20e-01"	"1.53e-02"	"-2.8238842"	"-2.95508"	"-0.32136413"	"Zfp358"	"zinc finger protein 358"
"10564343"	"3.21e-01"	"1.53e-02"	"-2.8227116"	"-2.95704"	"-0.42471487"	"Tjp1"	"tight junction protein 1"
"10422013"	"3.21e-01"	"1.53e-02"	"-2.8219445"	"-2.95833"	"-0.31851175"	"Klf12"	"Kruppel-like factor 12"
"10567645"	"3.21e-01"	"1.53e-02"	"-2.8218757"	"-2.95844"	"-0.35348104"	"Ears2"	"glutamyl-tRNA synthetase 2, mitochondrial"
"10339176"	"3.21e-01"	"1.54e-02"	"-2.8216746"	"-2.95878"	"-0.53320554"	""	""
"10397683"	"3.21e-01"	"1.54e-02"	"-2.8214815"	"-2.9591"	"-0.49371541"	"Ttc8"	"tetratricopeptide repeat domain 8"
"10576391"	"3.21e-01"	"1.54e-02"	"2.8213452"	"-2.95933"	"0.27005727"	"Rab4a"	"RAB4A, member RAS oncogene family"
"10469018"	"3.21e-01"	"1.54e-02"	"-2.8210311"	"-2.95985"	"-0.37604089"	"Gm10862"	"predicted gene 10862"
"10413047"	"3.21e-01"	"1.54e-02"	"-2.8197555"	"-2.96199"	"-0.42317662"	"Plau"	"plasminogen activator, urokinase"
"10604765"	"3.21e-01"	"1.54e-02"	"-2.819258"	"-2.96282"	"-0.36159288"	"Mcf2"	"mcf.2 transforming sequence"
"10409990"	"3.21e-01"	"1.54e-02"	"-2.819102"	"-2.96308"	"-0.61744895"	"6720489N17Rik"	"RIKEN cDNA 6720489N17 gene"
"10341397"	"3.21e-01"	"1.54e-02"	"-2.818907"	"-2.96341"	"-0.804043"	""	""
"10551587"	"3.22e-01"	"1.55e-02"	"2.8177138"	"-2.9654"	"0.39743097"	"Rinl"	"Ras and Rab interactor-like"
"10592126"	"3.22e-01"	"1.55e-02"	"-2.8175558"	"-2.96567"	"-0.38195297"	"Fam118b"	"family with sequence similarity 118, member B"
"10371286"	"3.22e-01"	"1.55e-02"	"-2.8174864"	"-2.96578"	"-0.49549845"	"LOC102635990"	"uncharacterized LOC102635990"
"10532248"	"3.22e-01"	"1.55e-02"	"-2.8167239"	"-2.96706"	"-0.49289237"	"Rnf212"	"ring finger protein 212"
"10494306"	"3.22e-01"	"1.55e-02"	"-2.8156393"	"-2.96887"	"-0.31578987"	"Mcl1"	"myeloid cell leukemia sequence 1"
"10361824"	"3.22e-01"	"1.55e-02"	"-2.8156366"	"-2.96887"	"-0.48524205"	""	""
"10555836"	"3.22e-01"	"1.55e-02"	"-2.8150833"	"-2.9698"	"-0.28599316"	""	""
"10518108"	"3.22e-01"	"1.55e-02"	"-2.8150123"	"-2.96992"	"-0.29560738"	"Tmem51"	"transmembrane protein 51"
"10341612"	"3.22e-01"	"1.56e-02"	"-2.8131189"	"-2.97308"	"-0.73361293"	""	""
"10523529"	"3.22e-01"	"1.56e-02"	"-2.8124541"	"-2.9742"	"-0.28615556"	"Cops4"	"COP9 signalosome subunit 4"
"10340894"	"3.22e-01"	"1.56e-02"	"-2.812424"	"-2.97425"	"-1.00430092"	""	""
"10343474"	"3.22e-01"	"1.56e-02"	"-2.8123281"	"-2.97441"	"-0.98578828"	""	""
"10416082"	"3.22e-01"	"1.56e-02"	"-2.811865"	"-2.97518"	"-0.27060697"	"Trim35"	"tripartite motif-containing 35"
"10338230"	"3.22e-01"	"1.56e-02"	"2.811705"	"-2.97545"	"0.95060213"	""	""
"10340172"	"3.22e-01"	"1.56e-02"	"2.8116431"	"-2.97555"	"0.68647065"	""	""
"10468853"	"3.22e-01"	"1.56e-02"	"-2.8116144"	"-2.9756"	"-0.51734886"	"Sfxn4"	"sideroflexin 4"
"10515848"	"3.22e-01"	"1.57e-02"	"-2.8113852"	"-2.97598"	"-0.3980186"	"Ermap"	"erythroblast membrane-associated protein"
"10588403"	"3.22e-01"	"1.57e-02"	"-2.8105891"	"-2.97731"	"-0.26456243"	"Mrpl3"	"mitochondrial ribosomal protein L3"
"10354807"	"3.22e-01"	"1.57e-02"	"-2.8105492"	"-2.97738"	"-0.45524688"	"Kctd18"	"potassium channel tetramerisation domain containing 18"
"10387492"	"3.22e-01"	"1.57e-02"	"-2.8102171"	"-2.97793"	"-0.39515102"	"Wrap53"	"WD repeat containing, antisense to Trp53"
"10354792"	"3.22e-01"	"1.57e-02"	"-2.8101188"	"-2.9781"	"-0.36358695"	"Tyw5"	"tRNA-yW synthesizing protein 5"
"10514421"	"3.22e-01"	"1.57e-02"	"-2.810051"	"-2.97821"	"-0.35965748"	"Lrrc19"	"leucine rich repeat containing 19"
"10515396"	"3.22e-01"	"1.57e-02"	"-2.809683"	"-2.97883"	"-0.42039101"	"Btbd19"	"BTB (POZ) domain containing 19"
"10589329"	"3.23e-01"	"1.57e-02"	"2.8091999"	"-2.97963"	"0.48495975"	"Pfkfb4"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"10343633"	"3.23e-01"	"1.57e-02"	"-2.8084593"	"-2.98087"	"-0.51787385"	""	""
"10512487"	"3.23e-01"	"1.58e-02"	"2.8076671"	"-2.9822"	"1.05970021"	"Rmrp"	"RNA component of mitochondrial RNAase P"
"10397642"	"3.23e-01"	"1.58e-02"	"-2.807603"	"-2.9823"	"-0.42371069"	""	""
"10375817"	"3.23e-01"	"1.58e-02"	"-2.8066853"	"-2.98384"	"-0.41103311"	""	""
"10342926"	"3.23e-01"	"1.58e-02"	"2.8060544"	"-2.98489"	"0.86610633"	""	""
"10404429"	"3.23e-01"	"1.58e-02"	"-2.8060417"	"-2.98491"	"-0.53490514"	"Serpinb9"	"serine (or cysteine) peptidase inhibitor, clade B, member 9"
"10574427"	"3.24e-01"	"1.58e-02"	"-2.8052807"	"-2.98618"	"-0.33927448"	"Impdh2"	"inosine 5'-phosphate dehydrogenase 2"
"10455826"	"3.24e-01"	"1.58e-02"	"-2.8051588"	"-2.98639"	"-0.38042319"	"Megf10"	"multiple EGF-like-domains 10"
"10478926"	"3.24e-01"	"1.58e-02"	"-2.8046584"	"-2.98722"	"-0.52222009"	"1700101G07Rik"	"RIKEN cDNA 1700101G07 gene"
"10340830"	"3.24e-01"	"1.59e-02"	"-2.8033566"	"-2.9894"	"-0.60709802"	""	""
"10570139"	"3.24e-01"	"1.59e-02"	"-2.8032049"	"-2.98965"	"-0.28251802"	"Gm7562"	"predicted gene 7562"
"10514789"	"3.24e-01"	"1.59e-02"	"-2.8031206"	"-2.98979"	"-0.34030829"	""	""
"10387855"	"3.24e-01"	"1.59e-02"	"-2.8029838"	"-2.99002"	"-0.37910024"	"Alox15"	"arachidonate 15-lipoxygenase"
"10576373"	"3.24e-01"	"1.59e-02"	"-2.8016409"	"-2.99227"	"-0.42839596"	"Gas8"	"growth arrest specific 8"
"10561337"	"3.24e-01"	"1.59e-02"	"-2.8015939"	"-2.99234"	"-0.54136488"	"Zfp974"	"zinc finger protein 974"
"10526630"	"3.24e-01"	"1.59e-02"	"-2.8014232"	"-2.99263"	"-0.31814292"	"Tfr2"	"transferrin receptor 2"
"10356771"	"3.24e-01"	"1.59e-02"	"-2.8012248"	"-2.99296"	"-0.31314993"	"Mterf4"	"mitochondrial transcription termination factor 4"
"10578249"	"3.24e-01"	"1.60e-02"	"-2.8008602"	"-2.99357"	"-0.5871495"	""	""
"10594277"	"3.24e-01"	"1.60e-02"	"-2.8006419"	"-2.99394"	"-0.21771917"	"Paqr5"	"progestin and adipoQ receptor family member V"
"10438942"	"3.24e-01"	"1.60e-02"	"-2.8005921"	"-2.99402"	"-0.38173975"	"Tmem44"	"transmembrane protein 44"
"10398400"	"3.24e-01"	"1.60e-02"	"2.7997389"	"-2.99544"	"0.31414889"	"Mir543"	"microRNA 543"
"10523078"	"3.25e-01"	"1.60e-02"	"-2.7989105"	"-2.99683"	"-0.37645433"	"Afp"	"alpha fetoprotein"
"10343011"	"3.25e-01"	"1.60e-02"	"2.798046"	"-2.99827"	"0.40849335"	""	""
"10579331"	"3.25e-01"	"1.61e-02"	"-2.7976344"	"-2.99896"	"-0.60027796"	"Gdf15"	"growth differentiation factor 15"
"10458757"	"3.25e-01"	"1.61e-02"	"-2.7973773"	"-2.99939"	"-0.2387328"	"Morf4l1-ps1///Morf4l1"	"mortality factor 4 like 1, pseudogene 1///mortality factor 4 like 1"
"10409449"	"3.25e-01"	"1.61e-02"	"-2.797326"	"-2.99947"	"-0.21980585"	"F12"	"coagulation factor XII (Hageman factor)"
"10567514"	"3.25e-01"	"1.61e-02"	"-2.7972761"	"-2.99956"	"-0.35743474"	"Dnah3"	"dynein, axonemal, heavy chain 3"
"10339112"	"3.25e-01"	"1.61e-02"	"-2.796689"	"-3.00054"	"-0.5534375"	""	""
"10410778"	"3.25e-01"	"1.61e-02"	"-2.7963484"	"-3.00111"	"-0.24482132"	"Adgrv1"	"adhesion G protein-coupled receptor V1"
"10532504"	"3.25e-01"	"1.61e-02"	"-2.796122"	"-3.00149"	"-0.23558432"	"Hscb"	"HscB iron-sulfur cluster co-chaperone"
"10448557"	"3.25e-01"	"1.61e-02"	"-2.7949662"	"-3.00342"	"-0.36120227"	"D330041H03Rik"	"RIKEN cDNA D330041H03 gene"
"10570982"	"3.25e-01"	"1.61e-02"	"-2.7948531"	"-3.00361"	"-0.57816553"	"Fgfr1"	"fibroblast growth factor receptor 1"
"10410148"	"3.25e-01"	"1.61e-02"	"2.7945749"	"-3.00407"	"0.27031427"	"Cntnap3"	"contactin associated protein-like 3"
"10595914"	"3.25e-01"	"1.61e-02"	"-2.7945501"	"-3.00411"	"-0.3426202"	"Gm1123"	"predicted gene 1123"
"10515819"	"3.25e-01"	"1.62e-02"	"-2.7936916"	"-3.00555"	"-0.38593276"	""	""
"10556456"	"3.25e-01"	"1.62e-02"	"-2.7931988"	"-3.00637"	"-0.25534185"	"Tead1"	"TEA domain family member 1"
"10487722"	"3.25e-01"	"1.62e-02"	"-2.7931509"	"-3.00645"	"-0.46765557"	"Slc4a11"	"solute carrier family 4, sodium bicarbonate transporter-like, member 11"
"10504606"	"3.26e-01"	"1.62e-02"	"-2.7917698"	"-3.00875"	"-0.34806964"	"Aldh1b1"	"aldehyde dehydrogenase 1 family, member B1"
"10532892"	"3.26e-01"	"1.62e-02"	"-2.7915724"	"-3.00908"	"-0.23181994"	"1500011B03Rik"	"RIKEN cDNA 1500011B03 gene"
"10494388"	"3.26e-01"	"1.62e-02"	"2.7912562"	"-3.00961"	"0.56148308"	"Hist2h2be"	"histone cluster 2, H2be"
"10548163"	"3.26e-01"	"1.62e-02"	"-2.7912261"	"-3.00966"	"-0.31327327"	"Tulp3"	"tubby-like protein 3"
"10343480"	"3.26e-01"	"1.63e-02"	"-2.7901758"	"-3.01142"	"-0.88081706"	""	""
"10428960"	"3.26e-01"	"1.63e-02"	"-2.7899391"	"-3.01181"	"-0.30969316"	"Gsdmc2///Gsdmc3///Gsdmc4"	"gasdermin C2///gasdermin C3///gasdermin C4"
"10437243"	"3.26e-01"	"1.63e-02"	"-2.7893457"	"-3.0128"	"-0.37720027"	"Mefv"	"Mediterranean fever"
"10456995"	"3.26e-01"	"1.63e-02"	"-2.7891738"	"-3.01309"	"-0.22524404"	"Txnl4a"	"thioredoxin-like 4A"
"10574545"	"3.26e-01"	"1.63e-02"	"-2.7882658"	"-3.01461"	"-0.4203201"	"Ces2e"	"carboxylesterase 2E"
"10401820"	"3.26e-01"	"1.63e-02"	"-2.7879213"	"-3.01518"	"-0.43795575"	"Gm16381"	"predicted gene 16381"
"10342452"	"3.26e-01"	"1.64e-02"	"2.7878024"	"-3.01538"	"0.61472371"	""	""
"10582985"	"3.26e-01"	"1.64e-02"	"-2.7876659"	"-3.01561"	"-0.32010872"	"Casp1"	"caspase 1"
"10339134"	"3.26e-01"	"1.64e-02"	"-2.7874628"	"-3.01595"	"-0.7481089"	""	""
"10542857"	"3.26e-01"	"1.64e-02"	"2.7874571"	"-3.01596"	"0.67289365"	"Far2"	"fatty acyl CoA reductase 2"
"10466210"	"3.26e-01"	"1.64e-02"	"-2.7871812"	"-3.01642"	"-0.28599276"	"Ms4a6d"	"membrane-spanning 4-domains, subfamily A, member 6D"
